8.5,Peshawar Zalmi,DR Smith,Mohammad Hafeez,GC Viljoen,4,0,2,Dubai International Cricket Stadium,50,Multan Sultans,151
8.6,Peshawar Zalmi,DR Smith,Mohammad Hafeez,GC Viljoen,0,0,2,Dubai International Cricket Stadium,50,Multan Sultans,151
9.1,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Imran Tahir,6,0,2,Dubai International Cricket Stadium,56,Multan Sultans,151
9.2,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Imran Tahir,0,0,2,Dubai International Cricket Stadium,56,Multan Sultans,151
9.3,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Imran Tahir,0,0,2,Dubai International Cricket Stadium,56,Multan Sultans,151
9.4,Peshawar Zalmi,Mohammad Hafeez,DR Smith,Imran Tahir,1,0,2,Dubai International Cricket Stadium,57,Multan Sultans,151
9.5,Peshawar Zalmi,DR Smith,Mohammad Hafeez,Imran Tahir,0,0,3,Dubai International Cricket Stadium,57,Multan Sultans,151
9.6,Peshawar Zalmi,Haris Sohail,Mohammad Hafeez,Imran Tahir,0,0,3,Dubai International Cricket Stadium,57,Multan Sultans,151
10.1,Peshawar Zalmi,Mohammad Hafeez,Haris Sohail,GC Viljoen,0,0,3,Dubai International Cricket Stadium,57,Multan Sultans,151
10.2,Peshawar Zalmi,Mohammad Hafeez,Haris Sohail,GC Viljoen,1,0,3,Dubai International Cricket Stadium,58,Multan Sultans,151
10.3,Peshawar Zalmi,Haris Sohail,Mohammad Hafeez,GC Viljoen,1,0,3,Dubai International Cricket Stadium,59,Multan Sultans,151
10.4,Peshawar Zalmi,Mohammad Hafeez,Haris Sohail,GC Viljoen,1,0,3,Dubai International Cricket Stadium,60,Multan Sultans,151
10.5,Peshawar Zalmi,Haris Sohail,Mohammad Hafeez,GC Viljoen,0,1,3,Dubai International Cricket Stadium,61,Multan Sultans,151
10.6,Peshawar Zalmi,Haris Sohail,Mohammad Hafeez,GC Viljoen,1,0,3,Dubai International Cricket Stadium,62,Multan Sultans,151
10.7,Peshawar Zalmi,Mohammad Hafeez,Haris Sohail,GC Viljoen,0,0,3,Dubai International Cricket Stadium,62,Multan Sultans,151
